venta_id,ticket_id,fecha,tienda_id,product_id,cantidad,precio_unitario
V009437,T009436,2025-05-07,MTY,P023,1,40.0
V009438,T009436,2025-05-07,MTY,P084,1,18.0
V009439,T009439,2025-05-07,MTY,P020,3,55.0
V009440,T009439,2025-05-07,MTY,P023,1,40.0
V009441,T009439,2025-05-07,MTY,P040,2,1450.0
V009442,T009442,2025-05-07,MTY,P060,3,850.0
V009443,T009443,2025-05-08,CUN,P021,2,85.0
V009444,T009443,2025-05-08,CUN,P023,2,40.0
V009445,T009443,2025-05-08,CUN,P008,2,180.0
V009446,T009446,2025-05-08,CUN,P060,1,850.0
V009447,T009447,2025-05-08,CUN,P100,2,1250.0
V009448,T009447,2025-05-08,CUN,P101,2,35.0
V009449,T009449,2025-05-08,CUN,P007,1,95.0
V009450,T009449,2025-05-08,CUN,P005,3,65.0
V009451,T009451,2025-05-08,CUN,P020,1,55.0
V009452,T009451,2025-05-08,CUN,P023,1,40.0
V009453,T009451,2025-05-08,CUN,P106,1,55.0
V009454,T009454,2025-05-08,CUN,P100,1,1250.0
V009455,T009454,2025-05-08,CUN,P102,2,45.0
V009456,T009454,2025-05-08,CUN,P027,3,320.0
V009457,T009457,2025-05-08,CUN,P063,1,45.0
V009458,T009457,2025-05-08,CUN,P060,2,850.0
V009459,T009457,2025-05-08,CUN,P105,3,145.0
V009460,T009460,2025-05-08,CUN,P101,1,35.0
V009461,T009461,2025-05-08,CUN,P064,1,38.0
V009462,T009461,2025-05-08,CUN,P061,2,165.0
V009463,T009463,2025-05-08,CUN,P084,1,18.0
V009464,T009463,2025-05-08,CUN,P046,3,280.0
V009465,T009465,2025-05-08,CUN,P042,2,28.0
V009466,T009465,2025-05-08,CUN,P043,2,18.0
V009467,T009467,2025-05-08,CUN,P020,1,55.0
V009468,T009467,2025-05-08,CUN,P085,1,980.0
V009469,T009469,2025-05-08,CUN,P100,2,1250.0
V009470,T009469,2025-05-08,CUN,P102,1,45.0
V009471,T009469,2025-05-08,CUN,P012,2,980.0
V009472,T009472,2025-05-08,CUN,P043,3,18.0
V009473,T009473,2025-05-08,CUN,P063,3,45.0
V009474,T009473,2025-05-08,CUN,P060,3,850.0
V009475,T009473,2025-05-08,CUN,P027,1,320.0
V009476,T009476,2025-05-08,CUN,P022,1,150.0
V009477,T009476,2025-05-08,CUN,P023,1,40.0
V009478,T009478,2025-05-08,CUN,P022,1,150.0
V009479,T009478,2025-05-08,CUN,P046,1,280.0
V009480,T009480,2025-05-08,CUN,P063,1,45.0
V009481,T009481,2025-05-08,CUN,P106,1,55.0
V009482,T009481,2025-05-08,CUN,P040,2,1450.0
V009483,T009483,2025-05-08,MID,P011,2,210.0
V009484,T009484,2025-05-08,MID,P100,1,1250.0
V009485,T009485,2025-05-08,MID,P100,3,1250.0
V009486,T009485,2025-05-08,MID,P102,3,45.0
V009487,T009485,2025-05-08,MID,P027,2,320.0
V009488,T009488,2025-05-08,MID,P040,1,1450.0
V009489,T009488,2025-05-08,MID,P080,1,280.0
V009490,T009490,2025-05-08,MID,P006,1,12.0
V009491,T009490,2025-05-08,MID,P004,3,6.0
V009492,T009492,2025-05-08,MID,P010,2,120.0
V009493,T009492,2025-05-08,MID,P061,1,165.0
V009494,T009494,2025-05-08,MID,P004,3,6.0
V009495,T009494,2025-05-08,MID,P060,3,850.0
V009496,T009496,2025-05-08,MID,P046,3,280.0
V009497,T009496,2025-05-08,MID,P047,2,95.0
V009498,T009498,2025-05-08,MID,P083,3,65.0
V009499,T009499,2025-05-08,MID,P040,1,1450.0
V009500,T009499,2025-05-08,MID,P046,2,280.0
V009501,T009501,2025-05-08,MID,P024,3,6.0
V009502,T009501,2025-05-08,MID,P046,3,280.0
V009503,T009503,2025-05-08,MID,P007,1,95.0
V009504,T009503,2025-05-08,MID,P023,2,40.0
V009505,T009505,2025-05-08,MID,P010,1,120.0
V009506,T009505,2025-05-08,MID,P084,1,18.0
V009507,T009507,2025-05-08,MID,P040,1,1450.0
V009508,T009508,2025-05-08,MID,P100,3,1250.0
V009509,T009508,2025-05-08,MID,P101,1,35.0
V009510,T009510,2025-05-08,MID,P021,1,85.0
V009511,T009510,2025-05-08,MID,P023,1,40.0
V009512,T009512,2025-05-08,MID,P085,3,980.0
V009513,T009512,2025-05-08,MID,P002,1,180.0
V009514,T009514,2025-05-08,MID,P022,1,150.0
V009515,T009514,2025-05-08,MID,P066,2,55.0
V009516,T009516,2025-05-08,MID,P064,1,38.0
V009517,T009516,2025-05-08,MID,P101,1,35.0
V009518,T009518,2025-05-08,MID,P007,1,95.0
V009519,T009518,2025-05-08,MID,P028,2,180.0
V009520,T009520,2025-05-08,MID,P100,2,1250.0
V009521,T009520,2025-05-08,MID,P102,2,45.0
V009522,T009520,2025-05-08,MID,P030,3,180.0
V009523,T009523,2025-05-08,CHI,P107,2,165.0
V009524,T009523,2025-05-08,CHI,P026,2,65.0
V009525,T009525,2025-05-08,CHI,P020,2,55.0
V009526,T009525,2025-05-08,CHI,P024,3,6.0
V009527,T009527,2025-05-08,CHI,P100,2,1250.0
V009528,T009527,2025-05-08,CHI,P101,1,35.0
V009529,T009529,2025-05-08,CHI,P064,1,38.0
V009530,T009529,2025-05-08,CHI,P061,2,165.0
V009531,T009529,2025-05-08,CHI,P006,1,12.0
V009532,T009532,2025-05-08,CHI,P085,2,980.0
V009533,T009533,2025-05-08,CHI,P040,3,1450.0
V009534,T009534,2025-05-08,CHI,P104,1,95.0
V009535,T009534,2025-05-08,CHI,P101,2,35.0
V009536,T009536,2025-05-08,CHI,P105,2,145.0
V009537,T009537,2025-05-08,CHI,P005,2,65.0
V009538,T009537,2025-05-08,CHI,P026,1,65.0
V009539,T009539,2025-05-08,CHI,P047,1,95.0
V009540,T009540,2025-05-08,CHI,P020,3,55.0
V009541,T009540,2025-05-08,CHI,P023,3,40.0
V009542,T009542,2025-05-08,CDMX,P100,1,1250.0
V009543,T009542,2025-05-08,CDMX,P102,3,45.0
V009544,T009542,2025-05-08,CDMX,P004,3,6.0
V009545,T009545,2025-05-08,CDMX,P005,1,65.0
V009546,T009545,2025-05-08,CDMX,P002,1,180.0
V009547,T009547,2025-05-08,CDMX,P022,3,150.0
V009548,T009547,2025-05-08,CDMX,P023,1,40.0
V009549,T009547,2025-05-08,CDMX,P007,3,95.0
V009550,T009550,2025-05-08,CDMX,P041,1,35.0
V009551,T009550,2025-05-08,CDMX,P043,2,18.0
V009552,T009552,2025-05-08,CDMX,P020,1,55.0
V009553,T009552,2025-05-08,CDMX,P065,1,30.0
V009554,T009554,2025-05-08,CDMX,P020,1,55.0
V009555,T009554,2025-05-08,CDMX,P023,2,40.0
V009556,T009554,2025-05-08,CDMX,P003,2,8.5
V009557,T009557,2025-05-08,CDMX,P005,2,65.0
V009558,T009558,2025-05-08,CDMX,P020,1,55.0
V009559,T009558,2025-05-08,CDMX,P023,2,40.0
V009560,T009560,2025-05-08,CDMX,P012,1,980.0
V009561,T009561,2025-05-08,CDMX,P042,2,28.0
V009562,T009561,2025-05-08,CDMX,P043,1,18.0
V009563,T009561,2025-05-08,CDMX,P045,2,45.0
V009564,T009564,2025-05-08,CDMX,P066,1,55.0
V009565,T009565,2025-05-08,CDMX,P085,2,980.0
V009566,T009565,2025-05-08,CDMX,P029,1,95.0
V009567,T009567,2025-05-08,CDMX,P064,3,38.0
V009568,T009567,2025-05-08,CDMX,P061,1,165.0
V009569,T009567,2025-05-08,CDMX,P044,2,22.0
V009570,T009570,2025-05-08,CDMX,P006,3,12.0
V009571,T009570,2025-05-08,CDMX,P009,2,85.0
V009572,T009572,2025-05-08,CDMX,P029,2,95.0
V009573,T009573,2025-05-08,CDMX,P100,1,1250.0
V009574,T009573,2025-05-08,CDMX,P101,2,35.0
V009575,T009575,2025-05-08,CDMX,P029,1,95.0
V009576,T009576,2025-05-08,CDMX,P021,2,85.0
V009577,T009576,2025-05-08,CDMX,P023,1,40.0
V009578,T009576,2025-05-08,CDMX,P028,3,180.0
V009579,T009579,2025-05-08,MTY,P001,2,145.0
V009580,T009580,2025-05-08,MTY,P013,2,45.0
V009581,T009581,2025-05-08,MTY,P009,1,85.0
V009582,T009581,2025-05-08,MTY,P047,3,95.0
V009583,T009583,2025-05-08,MTY,P064,2,38.0
V009584,T009583,2025-05-08,MTY,P061,2,165.0
V009585,T009585,2025-05-08,MTY,P029,3,95.0
V009586,T009586,2025-05-08,MTY,P100,1,1250.0
V009587,T009586,2025-05-08,MTY,P101,2,35.0
V009588,T009586,2025-05-08,MTY,P064,2,38.0
V009589,T009589,2025-05-08,MTY,P009,2,85.0
V009590,T009590,2025-05-08,MTY,P020,2,55.0
V009591,T009591,2025-05-08,MTY,P082,1,25.0
V009592,T009592,2025-05-08,MTY,P064,3,38.0
V009593,T009592,2025-05-08,MTY,P061,1,165.0
V009594,T009594,2025-05-08,MTY,P041,2,35.0
V009595,T009594,2025-05-08,MTY,P010,2,120.0
V009596,T009596,2025-05-08,MTY,P048,2,180.0
V009597,T009597,2025-05-08,MTY,P041,2,35.0
V009598,T009597,2025-05-08,MTY,P043,1,18.0
V009599,T009597,2025-05-08,MTY,P028,1,180.0
V009600,T009600,2025-05-08,MTY,P100,1,1250.0
V009601,T009600,2025-05-08,MTY,P102,2,45.0
V009602,T009602,2025-05-08,MTY,P041,2,35.0
V009603,T009602,2025-05-08,MTY,P043,2,18.0
V009604,T009604,2025-05-08,MTY,P063,2,45.0
V009605,T009604,2025-05-08,MTY,P060,1,850.0
V009606,T009604,2025-05-08,MTY,P040,2,1450.0
V009607,T009607,2025-05-08,MTY,P100,1,1250.0
V009608,T009607,2025-05-08,MTY,P101,2,35.0
V009609,T009607,2025-05-08,MTY,P002,1,180.0
V009610,T009610,2025-05-08,MTY,P061,1,165.0
V009611,T009610,2025-05-08,MTY,P002,3,180.0
V009612,T009612,2025-05-08,MTY,P025,2,35.0
V009613,T009612,2025-05-08,MTY,P029,1,95.0
V009614,T009614,2025-05-08,MTY,P064,1,38.0
V009615,T009614,2025-05-08,MTY,P005,2,65.0
V009616,T009616,2025-05-09,CUN,P082,2,25.0
V009617,T009617,2025-05-09,CUN,P006,1,12.0
V009618,T009618,2025-05-09,CUN,P003,1,8.5
V009619,T009618,2025-05-09,CUN,P060,1,850.0
V009620,T009620,2025-05-09,CUN,P012,3,980.0
V009621,T009620,2025-05-09,CUN,P046,1,280.0
V009622,T009622,2025-05-09,CUN,P044,2,22.0
V009623,T009623,2025-05-09,CUN,P100,3,1250.0
V009624,T009623,2025-05-09,CUN,P101,1,35.0
V009625,T009625,2025-05-09,CUN,P102,1,45.0
V009626,T009625,2025-05-09,CUN,P022,1,150.0
V009627,T009627,2025-05-09,CUN,P010,3,120.0
V009628,T009627,2025-05-09,CUN,P001,2,145.0
V009629,T009629,2025-05-09,CUN,P005,1,65.0
V009630,T009629,2025-05-09,CUN,P046,2,280.0
V009631,T009631,2025-05-09,CUN,P065,1,30.0
V009632,T009631,2025-05-09,CUN,P107,1,165.0
V009633,T009633,2025-05-09,CUN,P042,1,28.0
V009634,T009634,2025-05-09,CUN,P002,1,180.0
V009635,T009634,2025-05-09,CUN,P100,2,1250.0
V009636,T009636,2025-05-09,CUN,P002,1,180.0
V009637,T009637,2025-05-09,CUN,P040,2,1450.0
V009638,T009638,2025-05-09,CUN,P100,3,1250.0
V009639,T009638,2025-05-09,CUN,P101,3,35.0
V009640,T009638,2025-05-09,CUN,P041,1,35.0
V009641,T009641,2025-05-09,CUN,P084,2,18.0
V009642,T009642,2025-05-09,CUN,P084,1,18.0
V009643,T009642,2025-05-09,CUN,P048,1,180.0
V009644,T009644,2025-05-09,CUN,P060,2,850.0
V009645,T009645,2025-05-09,CUN,P064,2,38.0
V009646,T009645,2025-05-09,CUN,P061,1,165.0
V009647,T009647,2025-05-09,CUN,P013,1,45.0
V009648,T009648,2025-05-09,CUN,P021,2,85.0
V009649,T009648,2025-05-09,CUN,P023,2,40.0
V009650,T009648,2025-05-09,CUN,P060,3,850.0
V009651,T009651,2025-05-09,MID,P006,1,12.0
V009652,T009652,2025-05-09,MID,P107,1,165.0
V009653,T009652,2025-05-09,MID,P104,3,95.0
V009654,T009654,2025-05-09,MID,P043,2,18.0
V009655,T009655,2025-05-09,MID,P020,1,55.0
V009656,T009655,2025-05-09,MID,P027,2,320.0
V009657,T009657,2025-05-09,MID,P022,2,150.0
V009658,T009657,2025-05-09,MID,P023,2,40.0
V009659,T009657,2025-05-09,MID,P060,1,850.0
V009660,T009660,2025-05-09,MID,P001,2,145.0
V009661,T009661,2025-05-09,MID,P022,3,150.0
V009662,T009661,2025-05-09,MID,P023,2,40.0
V009663,T009663,2025-05-09,MID,P066,3,55.0
V009664,T009664,2025-05-09,MID,P023,3,40.0
V009665,T009664,2025-05-09,MID,P085,2,980.0
V009666,T009666,2025-05-09,MID,P084,1,18.0
V009667,T009666,2025-05-09,MID,P046,1,280.0
V009668,T009668,2025-05-09,MID,P103,1,120.0
V009669,T009668,2025-05-09,MID,P082,3,25.0
V009670,T009670,2025-05-09,MID,P022,2,150.0
V009671,T009670,2025-05-09,MID,P023,2,40.0
V009672,T009672,2025-05-09,MID,P020,1,55.0
V009673,T009672,2025-05-09,MID,P023,2,40.0
V009674,T009672,2025-05-09,MID,P022,1,150.0
V009675,T009675,2025-05-09,MID,P084,3,18.0
V009676,T009675,2025-05-09,MID,P022,2,150.0
V009677,T009677,2025-05-09,MID,P107,1,165.0
V009678,T009678,2025-05-09,MID,P063,3,45.0
V009679,T009678,2025-05-09,MID,P060,1,850.0
V009680,T009680,2025-05-09,MID,P020,2,55.0
V009681,T009680,2025-05-09,MID,P023,1,40.0
V009682,T009680,2025-05-09,MID,P010,1,120.0
V009683,T009683,2025-05-09,MID,P002,3,180.0
V009684,T009683,2025-05-09,MID,P027,1,320.0
V009685,T009685,2025-05-09,MID,P007,1,95.0
V009686,T009685,2025-05-09,MID,P027,1,320.0
V009687,T009687,2025-05-09,MID,P065,3,30.0
V009688,T009687,2025-05-09,MID,P062,3,320.0
V009689,T009689,2025-05-09,MID,P041,2,35.0
V009690,T009689,2025-05-09,MID,P043,1,18.0
V009691,T009691,2025-05-09,CHI,P021,1,85.0
V009692,T009691,2025-05-09,CHI,P023,2,40.0
V009693,T009691,2025-05-09,CHI,P020,1,55.0
V009694,T009694,2025-05-09,CHI,P022,2,150.0
V009695,T009694,2025-05-09,CHI,P023,1,40.0
V009696,T009694,2025-05-09,CHI,P012,1,980.0
V009697,T009697,2025-05-09,CHI,P106,1,55.0
V009698,T009698,2025-05-09,CHI,P029,1,95.0
V009699,T009698,2025-05-09,CHI,P004,2,6.0
V009700,T009700,2025-05-09,CHI,P041,3,35.0
V009701,T009700,2025-05-09,CHI,P043,1,18.0
V009702,T009702,2025-05-09,CHI,P063,1,45.0
V009703,T009702,2025-05-09,CHI,P060,3,850.0
V009704,T009704,2025-05-09,CHI,P003,3,8.5
V009705,T009705,2025-05-09,CHI,P041,3,35.0
V009706,T009705,2025-05-09,CHI,P043,1,18.0
V009707,T009705,2025-05-09,CHI,P005,1,65.0
V009708,T009708,2025-05-09,CHI,P027,1,320.0
V009709,T009709,2025-05-09,CHI,P084,1,18.0
V009710,T009709,2025-05-09,CHI,P080,2,280.0
V009711,T009711,2025-05-09,CHI,P021,2,85.0
V009712,T009711,2025-05-09,CHI,P023,1,40.0
V009713,T009711,2025-05-09,CHI,P013,2,45.0
V009714,T009714,2025-05-09,CDMX,P009,3,85.0
V009715,T009715,2025-05-09,CDMX,P100,3,1250.0
V009716,T009715,2025-05-09,CDMX,P101,3,35.0
V009717,T009715,2025-05-09,CDMX,P029,1,95.0
V009718,T009718,2025-05-09,CDMX,P023,1,40.0
V009719,T009719,2025-05-09,CDMX,P002,2,180.0
V009720,T009720,2025-05-09,CDMX,P100,2,1250.0
V009721,T009720,2025-05-09,CDMX,P101,1,35.0
V009722,T009720,2025-05-09,CDMX,P001,2,145.0
V009723,T009723,2025-05-09,CDMX,P006,2,12.0
V009724,T009724,2025-05-09,CDMX,P041,2,35.0
V009725,T009724,2025-05-09,CDMX,P043,1,18.0
V009726,T009726,2025-05-09,CDMX,P043,1,18.0
V009727,T009727,2025-05-09,CDMX,P020,3,55.0
V009728,T009727,2025-05-09,CDMX,P023,2,40.0
V009729,T009729,2025-05-09,MTY,P010,1,120.0
V009730,T009730,2025-05-09,MTY,P085,2,980.0
V009731,T009731,2025-05-09,MTY,P021,1,85.0
V009732,T009731,2025-05-09,MTY,P023,1,40.0
V009733,T009733,2025-05-09,MTY,P105,2,145.0
V009734,T009734,2025-05-09,MTY,P003,1,8.5
V009735,T009734,2025-05-09,MTY,P028,3,180.0
V009736,T009736,2025-05-09,MTY,P022,1,150.0
V009737,T009736,2025-05-09,MTY,P023,2,40.0
V009738,T009736,2025-05-09,MTY,P028,1,180.0
V009739,T009739,2025-05-09,MTY,P002,1,180.0
V009740,T009740,2025-05-09,MTY,P042,1,28.0
V009741,T009740,2025-05-09,MTY,P043,2,18.0
V009742,T009740,2025-05-09,MTY,P028,2,180.0
V009743,T009743,2025-05-09,MTY,P065,1,30.0
V009744,T009744,2025-05-09,MTY,P025,3,35.0
V009745,T009745,2025-05-09,MTY,P042,3,28.0
V009746,T009745,2025-05-09,MTY,P043,1,18.0
V009747,T009745,2025-05-09,MTY,P006,3,12.0
V009748,T009748,2025-05-09,MTY,P064,1,38.0
V009749,T009748,2025-05-09,MTY,P061,1,165.0
V009750,T009750,2025-05-09,MTY,P006,3,12.0
V009751,T009751,2025-05-09,MTY,P011,2,210.0
V009752,T009752,2025-05-09,MTY,P008,1,180.0
V009753,T009753,2025-05-09,MTY,P064,3,38.0
V009754,T009753,2025-05-09,MTY,P061,2,165.0
V009755,T009753,2025-05-09,MTY,P047,2,95.0
V009756,T009756,2025-05-09,MTY,P063,2,45.0
V009757,T009756,2025-05-09,MTY,P060,1,850.0
V009758,T009758,2025-05-09,MTY,P048,3,180.0
V009759,T009758,2025-05-09,MTY,P029,2,95.0
V009760,T009760,2025-05-09,MTY,P020,2,55.0
V009761,T009760,2025-05-09,MTY,P023,1,40.0
V009762,T009762,2025-05-09,MTY,P010,1,120.0
V009763,T009762,2025-05-09,MTY,P048,2,180.0
V009764,T009764,2025-05-09,MTY,P005,2,65.0
V009765,T009765,2025-05-10,CUN,P043,1,18.0
V009766,T009766,2025-05-10,CUN,P029,2,95.0
V009767,T009766,2025-05-10,CUN,P044,2,22.0
V009768,T009768,2025-05-10,CUN,P042,2,28.0
V009769,T009768,2025-05-10,CUN,P043,3,18.0
V009770,T009768,2025-05-10,CUN,P046,1,280.0
V009771,T009771,2025-05-10,CUN,P007,1,95.0
V009772,T009771,2025-05-10,CUN,P027,1,320.0
V009773,T009773,2025-05-10,CUN,P064,2,38.0
V009774,T009773,2025-05-10,CUN,P061,1,165.0
V009775,T009775,2025-05-10,CUN,P062,1,320.0
V009776,T009776,2025-05-10,CUN,P026,1,65.0
V009777,T009777,2025-05-10,CUN,P063,2,45.0
V009778,T009777,2025-05-10,CUN,P060,2,850.0
V009779,T009779,2025-05-10,CUN,P020,3,55.0
V009780,T009779,2025-05-10,CUN,P023,1,40.0
V009781,T009779,2025-05-10,CUN,P046,1,280.0
V009782,T009782,2025-05-10,CUN,P024,3,6.0
V009783,T009782,2025-05-10,CUN,P006,3,12.0
V009784,T009784,2025-05-10,CUN,P064,1,38.0
V009785,T009784,2025-05-10,CUN,P061,1,165.0
V009786,T009786,2025-05-10,MID,P106,1,55.0
V009787,T009787,2025-05-10,MID,P005,1,65.0
V009788,T009787,2025-05-10,MID,P065,1,30.0
V009789,T009789,2025-05-10,MID,P064,1,38.0
V009790,T009789,2025-05-10,MID,P061,1,165.0
V009791,T009789,2025-05-10,MID,P046,1,280.0
V009792,T009792,2025-05-10,MID,P100,1,1250.0
V009793,T009792,2025-05-10,MID,P102,1,45.0
V009794,T009794,2025-05-10,MID,P012,1,980.0
V009795,T009794,2025-05-10,MID,P046,3,280.0
V009796,T009796,2025-05-10,MID,P101,2,35.0
V009797,T009797,2025-05-10,MID,P064,1,38.0
V009798,T009797,2025-05-10,MID,P061,2,165.0
V009799,T009797,2025-05-10,MID,P085,2,980.0
V009800,T009800,2025-05-10,MID,P083,2,65.0
V009801,T009800,2025-05-10,MID,P104,1,95.0
V009802,T009802,2025-05-10,MID,P065,2,30.0
V009803,T009803,2025-05-10,CHI,P100,1,1250.0
V009804,T009803,2025-05-10,CHI,P101,1,35.0
V009805,T009803,2025-05-10,CHI,P012,1,980.0
V009806,T009806,2025-05-10,CHI,P042,1,28.0
V009807,T009806,2025-05-10,CHI,P043,1,18.0
V009808,T009808,2025-05-10,CHI,P001,1,145.0
V009809,T009808,2025-05-10,CHI,P029,2,95.0
V009810,T009810,2025-05-10,CHI,P005,1,65.0
V009811,T009810,2025-05-10,CHI,P020,2,55.0
V009812,T009812,2025-05-10,CHI,P001,3,145.0
V009813,T009813,2025-05-10,CHI,P042,2,28.0
V009814,T009813,2025-05-10,CHI,P043,2,18.0
V009815,T009815,2025-05-10,CHI,P066,1,55.0
V009816,T009815,2025-05-10,CHI,P027,2,320.0
V009817,T009817,2025-05-10,CHI,P064,2,38.0
V009818,T009817,2025-05-10,CHI,P061,3,165.0
V009819,T009817,2025-05-10,CHI,P020,3,55.0
V009820,T009820,2025-05-10,CHI,P084,2,18.0
V009821,T009821,2025-05-10,CHI,P101,2,35.0
V009822,T009821,2025-05-10,CHI,P029,1,95.0
V009823,T009823,2025-05-10,CHI,P005,2,65.0
V009824,T009824,2025-05-10,CHI,P044,1,22.0
V009825,T009825,2025-05-10,CHI,P085,2,980.0
V009826,T009825,2025-05-10,CHI,P012,2,980.0
V009827,T009827,2025-05-10,CHI,P105,1,145.0
V009828,T009828,2025-05-10,CHI,P020,3,55.0
V009829,T009829,2025-05-10,CHI,P025,1,35.0
V009830,T009830,2025-05-10,CHI,P064,1,38.0
V009831,T009830,2025-05-10,CHI,P061,2,165.0
V009832,T009832,2025-05-10,CHI,P086,3,650.0
V009833,T009832,2025-05-10,CHI,P024,1,6.0
V009834,T009834,2025-05-10,CHI,P100,1,1250.0
V009835,T009834,2025-05-10,CHI,P101,1,35.0
V009836,T009834,2025-05-10,CHI,P006,3,12.0
V009837,T009837,2025-05-10,CDMX,P022,2,150.0
V009838,T009837,2025-05-10,CDMX,P023,2,40.0
V009839,T009837,2025-05-10,CDMX,P020,2,55.0
V009840,T009840,2025-05-10,CDMX,P020,2,55.0
V009841,T009841,2025-05-10,CDMX,P020,2,55.0
V009842,T009841,2025-05-10,CDMX,P023,1,40.0
V009843,T009843,2025-05-10,CDMX,P082,1,25.0
V009844,T009844,2025-05-10,CDMX,P007,2,95.0
V009845,T009844,2025-05-10,CDMX,P045,3,45.0
V009846,T009846,2025-05-10,CDMX,P081,3,65.0
V009847,T009846,2025-05-10,CDMX,P065,1,30.0
V009848,T009848,2025-05-10,CDMX,P063,3,45.0
V009849,T009849,2025-05-10,CDMX,P102,2,45.0
V009850,T009850,2025-05-10,CDMX,P022,1,150.0
V009851,T009850,2025-05-10,CDMX,P023,2,40.0
V009852,T009850,2025-05-10,CDMX,P004,1,6.0
V009853,T009853,2025-05-10,CDMX,P020,1,55.0
V009854,T009853,2025-05-10,CDMX,P023,2,40.0
V009855,T009855,2025-05-10,CDMX,P083,2,65.0
V009856,T009855,2025-05-10,CDMX,P006,2,12.0
V009857,T009857,2025-05-10,CDMX,P100,2,1250.0
V009858,T009857,2025-05-10,CDMX,P102,1,45.0
V009859,T009857,2025-05-10,CDMX,P041,1,35.0
V009860,T009860,2025-05-10,CDMX,P021,2,85.0
V009861,T009860,2025-05-10,CDMX,P023,3,40.0
V009862,T009860,2025-05-10,CDMX,P047,1,95.0
V009863,T009863,2025-05-10,CDMX,P046,2,280.0
V009864,T009863,2025-05-10,CDMX,P029,3,95.0
V009865,T009865,2025-05-10,CDMX,P086,1,650.0
V009866,T009866,2025-05-10,CDMX,P046,2,280.0
V009867,T009867,2025-05-10,CDMX,P066,1,55.0
V009868,T009868,2025-05-10,CDMX,P022,1,150.0
V009869,T009868,2025-05-10,CDMX,P023,2,40.0
V009870,T009868,2025-05-10,CDMX,P007,2,95.0
V009871,T009871,2025-05-10,MTY,P064,2,38.0
V009872,T009871,2025-05-10,MTY,P061,2,165.0
V009873,T009871,2025-05-10,MTY,P066,2,55.0
V009874,T009874,2025-05-10,MTY,P001,3,145.0
V009875,T009874,2025-05-10,MTY,P041,3,35.0
V009876,T009876,2025-05-10,MTY,P085,1,980.0
V009877,T009876,2025-05-10,MTY,P100,2,1250.0
V009878,T009878,2025-05-10,MTY,P021,1,85.0
V009879,T009878,2025-05-10,MTY,P023,1,40.0
V009880,T009878,2025-05-10,MTY,P040,2,1450.0
V009881,T009881,2025-05-10,MTY,P100,2,1250.0
V009882,T009882,2025-05-10,MTY,P042,1,28.0
V009883,T009882,2025-05-10,MTY,P043,2,18.0
V009884,T009884,2025-05-10,MTY,P048,1,180.0
V009885,T009884,2025-05-10,MTY,P047,2,95.0
V009886,T009886,2025-05-10,MTY,P085,2,980.0
V009887,T009887,2025-05-10,MTY,P004,1,6.0
V009888,T009887,2025-05-10,MTY,P106,3,55.0
V009889,T009889,2025-05-10,MTY,P041,1,35.0
V009890,T009889,2025-05-10,MTY,P043,2,18.0
V009891,T009891,2025-05-10,MTY,P100,3,1250.0
V009892,T009891,2025-05-10,MTY,P101,1,35.0
V009893,T009891,2025-05-10,MTY,P082,1,25.0
V009894,T009894,2025-05-10,MTY,P006,1,12.0
V009895,T009895,2025-05-10,MTY,P100,1,1250.0
V009896,T009895,2025-05-10,MTY,P102,1,45.0
V009897,T009895,2025-05-10,MTY,P047,3,95.0
V009898,T009898,2025-05-10,MTY,P004,2,6.0
V009899,T009898,2025-05-10,MTY,P063,1,45.0
V009900,T009900,2025-05-10,MTY,P030,1,180.0
V009901,T009901,2025-05-10,MTY,P028,1,180.0
V009902,T009902,2025-05-10,MTY,P064,1,38.0
V009903,T009903,2025-05-10,MTY,P042,1,28.0
V009904,T009903,2025-05-10,MTY,P043,2,18.0
V009905,T009905,2025-05-10,MTY,P010,1,120.0
V009906,T009906,2025-05-10,MTY,P042,3,28.0
V009907,T009906,2025-05-10,MTY,P043,1,18.0
V009908,T009906,2025-05-10,MTY,P048,1,180.0
V009909,T009909,2025-05-11,CUN,P005,1,65.0
V009910,T009910,2025-05-11,CUN,P042,1,28.0
V009911,T009911,2025-05-11,CUN,P012,2,980.0
V009912,T009912,2025-05-11,CUN,P008,2,180.0
V009913,T009913,2025-05-11,CUN,P042,1,28.0
V009914,T009913,2025-05-11,CUN,P043,3,18.0
V009915,T009913,2025-05-11,CUN,P007,2,95.0
V009916,T009916,2025-05-11,CUN,P041,1,35.0
V009917,T009916,2025-05-11,CUN,P043,2,18.0
V009918,T009916,2025-05-11,CUN,P027,1,320.0
V009919,T009919,2025-05-11,CUN,P100,2,1250.0
V009920,T009919,2025-05-11,CUN,P101,3,35.0
V009921,T009921,2025-05-11,CUN,P102,1,45.0
V009922,T009922,2025-05-11,CUN,P043,1,18.0
V009923,T009923,2025-05-11,CUN,P085,3,980.0
V009924,T009924,2025-05-11,CUN,P022,2,150.0
V009925,T009924,2025-05-11,CUN,P023,2,40.0
V009926,T009926,2025-05-11,CUN,P013,1,45.0
V009927,T009926,2025-05-11,CUN,P104,2,95.0
V009928,T009928,2025-05-11,CUN,P001,1,145.0
V009929,T009929,2025-05-11,CUN,P046,1,280.0
V009930,T009929,2025-05-11,CUN,P030,2,180.0
V009931,T009931,2025-05-11,CUN,P008,1,180.0
V009932,T009931,2025-05-11,CUN,P022,1,150.0
V009933,T009933,2025-05-11,CUN,P012,3,980.0
